global_id,created_at,updated_at,external_id,deleted_at,name,certificate_number,address1,address2,city,state_code,postal_code,country_code,phone,type,code,is_live,expired_at,suspended
WAWA1.MMC,1/1/1900 00:00,1/5/2021 18:06,168,,KOUCHLOCK PRODUCTIONS,603104650,805 E HOUSTON AVE STE B,,SPOKANE,WA,992085502,US,5093272777,production,M412630,TRUE,4/29/2021 17:00,FALSE
WAWA1.MMD,1/1/1900 00:00,1/5/2021 18:07,169,,DOWNTOWN CANNABIS COMPANY,603312134,612 S ALASKA ST,,SEATTLE,WA,981081727,US,4258290836,cultivator_production,J420213,TRUE,7/30/2021 17:00,FALSE
WAWA1.MME,1/1/1900 00:00,1/5/2021 18:07,170,,F.O.L GENETICS,604011535,2327 W COMMODORE WAY,,SEATTLE,WA,981991271,US,2066694092,cultivator_production,J412069,FALSE,6/29/2019 17:00,TRUE
WAWA1.MMF,1/1/1900 00:00,1/5/2021 18:06,172,,GREEN MATTER,603345936,3605 E ROWAN AVE STE 1,STE A,SPOKANE,WA,992176665,US,2067864253,cultivator_production,J413957,TRUE,10/30/2021 17:00,FALSE
WAWA1.MMG,1/1/1900 00:00,1/5/2021 18:06,173,,PHAT N STICKY,603333486,2611 N WOODRUFF RD STE A,,SPOKANE VALLEY,WA,992064138,US,5099516962,cultivator_production,J412217,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMH,1/1/1900 00:00,1/5/2021 18:07,175,,SEA OF GREEN GARDEN,604428616,12743 QUANTUM LN UNITS 22 & 24,,ANACORTES,WA,982218364,US,0,cultivator_production,J428808,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMI,1/1/1900 00:00,1/5/2021 18:06,176,,THE CALYX COMPANY,603349311,484 ALDERDALE RD SUITE B,,PROSSER,WA,993509348,US,5097862424,cultivator_production,J412688,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMJ,1/1/1900 00:00,1/5/2021 18:07,178,,MOLECULAR GENETICS RESEARCH ASSOCIATES,604025142,3303 S 35TH ST STE A9,,TACOMA,WA,984094723,US,6037032732,cultivator_production,J425737,TRUE,8/30/2021 17:00,FALSE
WAWA1.MMK,1/1/1900 00:00,1/5/2021 18:06,179,,PINNACLE CANNABIS,604033458,3524 N EDEN RD STE B,,SPOKANE VALLEY,WA,992161740,US,5093273355,cultivator_production,J412527,TRUE,9/29/2021 17:00,FALSE
WAWA1.MML,1/1/1900 00:00,1/5/2021 18:06,180,,DRAGON HIGH,603318987,532 132ND ST SW,,EVERETT,WA,982047318,US,2083403971,cultivator_production,J412239,TRUE,7/30/2021 17:00,FALSE
WAWA1.MMM,1/1/1900 00:00,1/5/2021 18:07,181,,FIRE HOUSE PRODUCTIONS,603347869,3636 E SANSON AVE,,SPOKANE,WA,992177809,US,5093623963,cultivator_production,J421103,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMN,1/1/1900 00:00,1/5/2021 18:06,182,,OM SHIV,603310532,13026 W MCFARLAND RD STE B1-3,,AIRWAY HEIGHTS,WA,980010000,US,2066596011,cultivator_production,J412235,TRUE,6/29/2021 17:00,FALSE
WAWA1.MMO,1/1/1900 00:00,1/5/2021 18:07,187,,EMERALD TWIST,603282424,459 BRENTWOOD RD STE D,STE D,GOLDENDALE,WA,986202813,US,5037064544,production,M414323,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMP,1/1/1900 00:00,1/5/2021 18:07,187,,EMERALD TWIST,603282424,459 BRENTWOOD RD,STE A,GOLDENDALE,WA,986202813,US,5097730615,cultivator,G412384,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMQ,1/1/1900 00:00,1/5/2021 18:07,190,,"GECKO GROWERS, LLC",603346651,7800 POSTMA RD STE 2,STE A,MOXEE,WA,989364220,US,5098819804,cultivator_production,J416281,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMR,1/1/1900 00:00,6/21/2020 19:15,191,,URBAN FARMS OF WASHINGTON,603306798,24 THAYER SOUTH RD  STE A,SUITE A,OROVILLE,WA,988449224,US,3609015985,cultivator_production,J422323,TRUE,5/30/2021 17:00,FALSE
WAWA1.MMS,1/1/1900 00:00,1/5/2021 18:06,192,,BUDDY BOY FARMS,602216943,38278 ANGELS LANDING RD N #A,STE A,FORD,WA,990139524,US,5097963600,cultivator_production,J412053,TRUE,7/30/2021 17:00,FALSE
WAWA1.MMT,1/1/1900 00:00,1/5/2021 18:06,193,,THE GREEN SURFER,603351062,14110 E MT SPOKANE PK DR BLD B,,MEAD,WA,990210000,US,5095996772,cultivator_production,J412445,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMU,1/1/1900 00:00,1/5/2021 18:06,194,,MAGU CORP,603349049,6884 BACON LN NE #A,,MOSES LAKE,WA,988378248,US,5096698166,cultivator_production,J412973,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMV,1/1/1900 00:00,1/5/2021 18:07,195,,AGRIJUANA,603357954,1810 SE COMMERCE AVE,,BATTLE GROUND,WA,986040000,US,3606994724,cultivator_production,J415998,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMW,1/1/1900 00:00,5/20/2020 19:14,196,,SATURN GROUP LLC,603344149,6359 MOUNT BAKER HWY STE A,,DEMING,WA,982449547,US,2063030176,cultivator,G430294,TRUE,10/30/2020 17:00,FALSE
WAWA1.MMX,1/1/1900 00:00,1/5/2021 18:07,197,,BUDMAN,603356492,834 BADGER GULCH SPC A,,GOLDENDALE,WA,986202912,US,3608925480,cultivator_production,J430332,TRUE,4/29/2021 17:00,FALSE
WAWA1.MMY,1/1/1900 00:00,1/5/2021 18:07,198,,FIREWEED FARMS,601673067,133302 W JOHNSON RD STE A,,PROSSER,WA,993507503,US,5097781597,cultivator,G412194,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMZ,1/1/1900 00:00,1/5/2021 18:07,198,,FIREWEED FARMS,601673067,133302 W JOHNSON RD STE B,,PROSSER,WA,993507503,US,5097781597,production,M417794,TRUE,3/30/2021 17:00,FALSE
WAWA1.MM10,1/1/1900 00:00,1/5/2021 18:07,199,,MONKEY GRASS FARMS,603321504,3710 HWY 97 A,,WENATCHEE,WA,988010000,US,5092644694,cultivator_production,J412618,FALSE,7/30/2018 17:00,TRUE
WAWA1.MM11,1/1/1900 00:00,1/5/2021 18:07,200,,OLYMPUS GARDENS,604028338,12363 CLEAR CREEK RD NW,,SILVERDALE,WA,983839629,US,2068836756,cultivator_production,J412943,FALSE,8/30/2018 17:00,TRUE
WAWA1.MM12,1/1/1900 00:00,1/5/2021 18:07,201,,"WASHINGTON GOLD, LLC",604120970,31903 HWY 97,,TONASKET,WA,988559205,US,5098602468,production,M426754,TRUE,5/30/2021 17:00,FALSE
WAWA1.MM13,1/1/1900 00:00,1/5/2021 18:06,201,,NW GROWER,604127145,2855 US 97 #B,,PESHASTIN,WA,988470000,US,4252601848,cultivator_production,J412214,TRUE,5/30/2021 17:00,FALSE
WAWA1.MM14,1/1/1900 00:00,1/5/2021 18:07,203,,AURICAG INCORPORATED,603345803,6994 ROAD 10 NE STE C,,MOSES LAKE,WA,988370000,US,2062261391,cultivator_production,J430057,TRUE,10/30/2021 17:00,FALSE
WAWA1.MM15,1/1/1900 00:00,1/5/2021 18:07,204,,J D,603337388,234 140TH AVE SW,,TENINO,WA,985899606,US,3609567187,cultivator_production,J412942,FALSE,10/30/2018 17:00,TRUE
WAWA1.MM16,1/1/1900 00:00,1/5/2021 18:07,204,,J D,603337388,236 140TH AVE SW STE B,,TENINO,WA,985899606,US,3609567187,production,M419136,FALSE,10/30/2017 17:00,TRUE
WAWA1.MM17,1/1/1900 00:00,1/5/2021 18:06,205,,DOCANDYETI'S,603316419,2407 50TH AVE SW BLDG 1,,TUMWATER,WA,985128007,US,3607909241,cultivator_production,J414041,TRUE,7/30/2021 17:00,FALSE
WAWA1.MM18,1/1/1900 00:00,1/5/2021 18:07,207,,ZION BOTANICALS,603350288,2310 W SUTTON RD STE R,,OTHELLO,WA,993449009,US,5098601007,cultivator_production,J430574,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM19,1/1/1900 00:00,1/5/2021 18:07,208,,HYDRO LIGHT,602932545,"340 POWERLINE RD, SUITE A",,CLE ELUM,WA,989228384,US,5096074030,cultivator,G412043,FALSE,11/29/2017 16:00,TRUE
WAWA1.MM1A,1/1/1900 00:00,1/5/2021 18:07,208,,HYDRO LIGHT,602932545,340 POWERLINE RD STE B,,CLE ELUM,WA,989228384,US,5096074030,production,M414905,FALSE,11/29/2017 16:00,TRUE
WAWA1.MM1B,1/1/1900 00:00,1/5/2021 18:06,209,,TTL HOLDINGS,604473699,505 S LANDER ST STE 2,,SEATTLE,WA,981341921,US,2064728596,cultivator_production,J412246,TRUE,7/30/2021 17:00,FALSE
WAWA1.MM1C,1/1/1900 00:00,7/12/2019 18:33,210,,COPPERHEAD FARM                              ,603324540,105 MILL ST                   ,,PRESCOTT                ,WA,993489762,US,5414102718,cultivator_production,J412078,TRUE,8/30/2019 17:00,FALSE
WAWA1.MM1D,1/1/1900 00:00,1/5/2021 18:06,211,,YIELD FARMS,603507895,3911 E TRENT AVE,,SPOKANE,WA,992024424,US,5092413577,cultivator_production,J412337,TRUE,5/30/2021 17:00,FALSE
WAWA1.MM1E,1/1/1900 00:00,1/5/2021 18:06,212,,AVITAS,603271186,25404 STATE ROUTE 9 STE A,,ARLINGTON,WA,982230000,US,3602961928,cultivator_production,J412064,TRUE,1/30/2022 16:00,FALSE
WAWA1.MM1F,1/1/1900 00:00,1/5/2021 18:06,212,,AVITAS,603271186,25404 STATE ROUTE 9 STE B,,ARLINGTON,WA,982230000,US,2069531509,production,M412759,TRUE,1/30/2022 16:00,FALSE
WAWA1.MM1G,1/1/1900 00:00,1/5/2021 18:07,213,,G-7 GROW,603353387,10167 ROAD H NW,,EPHRATA,WA,988239632,US,5093982142,cultivator,G413205,TRUE,11/29/2020 16:00,FALSE
WAWA1.MM1H,1/1/1900 00:00,1/5/2021 18:07,213,,G-7 GROW,603353387,18514 RD 8 NW,,QUINCY,WA,988489609,US,5093982142,production,M417526,TRUE,11/29/2020 16:00,FALSE
WAWA1.MM1I,1/1/1900 00:00,1/5/2021 18:06,214,,GREEN LABS,603348825,45 RAYMOND SOUTH BEND RD STE A,,SOUTH BEND,WA,985770000,US,4259220948,cultivator_production,J413076,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM1J,1/1/1900 00:00,1/5/2021 18:06,215,,O YEAH LLC,604610725,1725 OCEAN AVE BLDG 15,,RAYMOND,WA,985772813,US,2062297001,cultivator_production,J412149,TRUE,4/29/2021 17:00,FALSE
WAWA1.MM1K,1/1/1900 00:00,1/5/2021 18:06,216,,MARIJUANA AND MORE,601280167,6822 SHANNON WAY,,TUMTUM,WA,990340000,US,5099955040,cultivator_production,J412022,TRUE,6/29/2021 17:00,FALSE
WAWA1.MM1L,1/1/1900 00:00,7/12/2019 18:34,217,,FORBIDDEN FARMS                              ,603349487,35702 NW TOENJES RD STE 1     ,,WOODLAND                ,WA,984210000,US,2533271895,cultivator_production,J412593,TRUE,11/29/2019 16:00,FALSE
WAWA1.MM1M,1/1/1900 00:00,1/5/2021 18:06,218,,ALPHA BUDZ,603350893,185 ZEPEDA RD BLDG 1,,FORKS,WA,983319606,US,3606400391,cultivator_production,J413066,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM1N,1/1/1900 00:00,1/5/2021 18:07,219,,VIRTUAL SERVICES,603298343,3801 BAKERVIEW SPUR BLDG 102,,BELLINGHAM,WA,982268034,US,3603251014,cultivator_production,J429775,TRUE,5/30/2021 17:00,FALSE
WAWA1.MM1O,1/1/1900 00:00,1/5/2021 18:07,220,,NUGREEN,603348477,4230 E. MISSION AVE,,SPOKANE,WA,982020000,US,5098502247,cultivator_production,J430354,TRUE,11/29/2020 16:00,FALSE
WAWA1.MM1P,1/1/1900 00:00,1/5/2021 18:06,223,,OLYMPIC GROWERS,603348104,35100 MILES CRESTON RD N STE A,SUITE A,CRESTON,WA,991178515,US,2064988502,cultivator_production,J412147,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM1Q,1/1/1900 00:00,1/5/2021 18:06,225,,COUNTRY GARDENS 502,603347707,310 BROKEN J LANE STE A,,NEWPORT,WA,991566005,US,5096715893,cultivator_production,J412131,TRUE,7/30/2021 17:00,FALSE
WAWA1.MM1R,1/1/1900 00:00,7/12/2019 18:34,226,,GAIA INDUSTRIES                              ,603297007,17022 FROHNING RD             ,,MONROE                  ,WA,982901742,US,4259714213,cultivator_production,J412232,FALSE,4/29/2018 17:00,TRUE
WAWA1.MM1S,1/1/1900 00:00,1/5/2021 18:06,227,,LEGAL BEVERAGES,603340411,909 CALIFORNIA WAY,,LONGVIEW,WA,986321658,US,3603349400,production,M412373,TRUE,9/29/2021 17:00,FALSE
WAWA1.MM1T,1/1/1900 00:00,1/5/2021 18:07,228,,"GW GROW, LLC",604523172,30356 HIGHWAY 243 S LOT 6,,MATTAWA,WA,993498257,US,2069097300,cultivator_production,J414748,TRUE,9/29/2021 17:00,FALSE
WAWA1.MM1U,1/1/1900 00:00,1/5/2021 18:06,229,,TWELFTH MAN MARY LLC,603336629,5116 N GORDON RD STE A,,SPOKANE,WA,992240000,US,2139486486,cultivator_production,J412616,TRUE,9/29/2021 17:00,FALSE
WAWA1.MM1V,1/1/1900 00:00,1/5/2021 18:07,230,,BILLIFER'S BAKED BUDS,603357379,15026 E BREVIER RD SUITE A,,SPOKANE,WA,992179600,US,5099446262,cultivator,G413913,TRUE,12/30/2021 16:00,FALSE
WAWA1.MM1W,1/1/1900 00:00,1/5/2021 18:07,230,,PREMIUM CREATIONS,603489882,5805 E SHARPE AVE STE 2,,SPOKANE VALLEY,WA,992120000,US,5099617691,production,M417586,FALSE,3/30/2019 17:00,TRUE
WAWA1.MM1X,1/1/1900 00:00,1/5/2021 18:07,231,,CPNL,603269197,3512 AIRPORT WAY S,,SEATTLE,WA,981342120,US,2065120226,cultivator_production,J412063,FALSE,1/30/2019 16:00,TRUE
WAWA1.MM1Y,1/1/1900 00:00,1/5/2021 18:07,232,,"HAPPY DOG FARMS, LLC",604570704,169 GREENACRES RD STE E,,RIVERSIDE,WA,988499647,US,2066433543,cultivator_production,J430590,TRUE,8/30/2021 17:00,FALSE
WAWA1.MM1Z,1/1/1900 00:00,1/5/2021 18:06,233,,HAPPY VALLEY FARMS,603456166,5373 GUIDE MERIDIAN STE D-6,,BELLINGHAM,WA,982267418,US,4252805385,cultivator_production,J412567,TRUE,12/30/2020 16:00,FALSE
WAWA1.MM20,1/1/1900 00:00,1/5/2021 18:06,234,,COPELAND'S CANNABIS FARM,603342768,3650 & 1\/2 FAIRVIEW CANYON RD,,MONITOR,WA,988360000,US,5096791590,cultivator_production,J412099,TRUE,10/30/2020 17:00,FALSE
WAWA1.MM21,1/1/1900 00:00,1/5/2021 18:07,235,,TORCH NORTHWEST                        415756,603342012,3113 S PINE ST UNIT C1,,TACOMA,WA,984090000,US,2533271678,cultivator_production,J412681,FALSE,10/30/2019 17:00,TRUE
WAWA1.MM22,1/1/1900 00:00,1/5/2021 18:06,237,,TYPHOON YOLANDA,603352477,2002 OCEAN BEACH RD SUITE B,,COPALIS CROSSING,WA,985369702,US,3605932635,cultivator_production,J412570,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM23,1/1/1900 00:00,1/5/2021 18:07,238,,FULL THROTTLE FARMS,603542026,511 WAUTOMA RD,,SUNNYSIDE,WA,989440000,US,2086024559,cultivator_production,J412636,FALSE,9/29/2019 17:00,TRUE
WAWA1.MM24,1/1/1900 00:00,1/5/2021 18:07,239,,OKANOGAN HIGHLANDS CANNABIS,602215880,415 N EMPIRE CREEK RD STE A,,MALO,WA,991509713,US,5097794086,cultivator_production,J412033,FALSE,11/29/2017 16:00,TRUE
WAWA1.MM25,1/1/1900 00:00,1/5/2021 18:07,240,,COOKIE CUTTER FARMS,604043100,824 S 28TH ST STE C,,TACOMA,WA,984098105,US,4256473842,cultivator_production,J414540,TRUE,9/29/2021 17:00,FALSE
WAWA1.MM26,1/1/1900 00:00,1/5/2021 18:07,241,,1555 INDUSTRIAL LLC,604519240,1555 INDUSTRIAL WAY BLDG 16,,LONGVIEW,WA,986321034,US,2488082264,cultivator_production,J430132,TRUE,5/30/2021 17:00,FALSE
WAWA1.MM27,1/1/1900 00:00,1/5/2021 18:07,242,,GROW IT WRIGHT,603352971,41305 N GRIFFIN RD,SUITE F,GRANDVIEW,WA,989300000,US,4252382255,cultivator_production,J424768,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM28,1/1/1900 00:00,7/12/2019 18:34,243,,NETTLES UNLIMITED                            ,602368032,"5805 E SHARP AVE STE A6,7,8,9 ","SUITES A-6,A-7,A-8,A-9",SPOKANE VALLEY          ,WA,992141013,US,5092167811,cultivator_production,J412762,TRUE,2/28/2020 16:00,FALSE
WAWA1.MM29,1/1/1900 00:00,1/5/2021 18:07,244,,FIVE STAR CANNABIS,604052900,1407 E SPRAGUE AVE,,SPOKANE,WA,992023110,US,5094817925,cultivator_production,J415812,TRUE,10/30/2021 17:00,FALSE
WAWA1.MM2A,1/1/1900 00:00,1/5/2021 18:07,245,,ROOTED CULTURE LLC,604173577,1722 SOUTH LUNDSTROM ST #2,,AIRWAY HEIGHTS,WA,990010000,US,3609326983,cultivator_production,J429479,FALSE,9/29/2020 17:00,TRUE
WAWA1.MM2B,1/1/1900 00:00,1/5/2021 18:07,246,,JV RANCH,603346255,90 CRAGGANMORE,,GOLDENDALE,WA,986203404,US,5092506600,cultivator_production,J416125,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2C,1/1/1900 00:00,1/5/2021 18:06,247,,GROWTH INDUSTRIES,603349441,5603 STATE ROUTE 12,STE A,PORTER,WA,985590000,US,3604702771,cultivator_production,J412426,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2D,1/1/1900 00:00,1/5/2021 18:07,248,,EMERALD JANE'S,603348395,1918 STEWART ST,,TACOMA,WA,984212921,US,2067951247,cultivator_production,J428342,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2E,1/1/1900 00:00,1/5/2021 18:07,249,,E & B GROWERS,603500817,71 AMBUSH GROVE LOOP STE B,STE B,USK,WA,991804900,US,5096716815,cultivator_production,J412449,FALSE,4/29/2020 17:00,TRUE
WAWA1.MM2F,1/1/1900 00:00,1/5/2021 18:06,250,,ROOT DOWN,603349363,3830 E BOONE AVE,,SPOKANE,WA,992024505,US,5094755858,cultivator_production,J412273,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2G,1/1/1900 00:00,1/5/2021 18:06,252,,CANNASOL FARMS,603324011,99 GREENACRES RD SUITE E,,RIVERSIDE,WA,988499625,US,5093224772,cultivator_production,J412240,TRUE,8/30/2021 17:00,FALSE
WAWA1.MM2H,1/1/1900 00:00,1/5/2021 18:06,253,,BIG ROCK CANDY,604557606,659 ANTOINE CREEK RD,,CHELAN,WA,988168653,US,5094702055,cultivator_production,J412138,TRUE,3/30/2021 17:00,FALSE
WAWA1.MM2I,1/1/1900 00:00,1/5/2021 18:07,254,,THE HAPPY CROWD,603350615,26425 S RUPP RD T0,,CHENEY,WA,990040000,US,5099988071,cultivator,G416840,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2J,1/1/1900 00:00,1/5/2021 18:07,254,,THE HAPPY CROWD,603350615,6205 E MANSFIELD AVE STE 100,,SPOKANE VALLEY,WA,992120000,US,5099988071,production,M416843,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2K,1/1/1900 00:00,1/5/2021 18:07,254,,THE HAPPY CROWD,603350615,1144 29TH ST NW,BLDG C STE 102,AUBURN,WA,980010000,US,5099988071,production,M417080,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2L,1/1/1900 00:00,1/5/2021 18:06,255,,LILLY OF THE VALLEY GARDENS,603350795,34 YARNELL RD STE A,,TONASKET,WA,988559303,US,5094299070,cultivator_production,J412516,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2M,1/1/1900 00:00,1/5/2021 18:06,257,,THE GREEN COMPANY,603277139,38 APPLEJACK RD STE A,STE A,TONASKET,WA,988559792,US,5099931023,cultivator_production,J412403,TRUE,2/27/2021 16:00,FALSE
WAWA1.MM2N,1/1/1900 00:00,1/5/2021 18:07,258,,PYRAMID GREEN HOUSES,603350871,425 W KING TUT RD STE A,,BELLINGHAM,WA,982269627,US,3602019648,cultivator_production,J412587,FALSE,11/29/2019 16:00,TRUE
WAWA1.MM2O,1/1/1900 00:00,1/5/2021 18:06,261,,K&M GROWERS,603342138,116 B SOUTH STATE FRONTAGE RD,,TONASKET,WA,988559240,US,5094294007,cultivator_production,J412249,TRUE,10/30/2021 17:00,FALSE
WAWA1.MM2P,1/1/1900 00:00,1/5/2021 18:06,262,,ORANGE STATE,603350715,37315 N FRIDAY LN,,ELK,WA,990090000,US,5099398433,cultivator_production,J412409,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2Q,1/1/1900 00:00,1/5/2021 18:06,263,,ZOOBEES DOOBEES,603350743,26327 E MISSION AVE,,LIBERTY LAKE,WA,990198519,US,5092160985,cultivator_production,J412497,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2R,1/1/1900 00:00,1/5/2021 18:07,263,,ZOOBEES DOOBEES,603350743,26327 E MISSION AVE STE 2,,LIBERTY LAKE,WA,990198519,US,5092160985,production,M413324,FALSE,11/29/2018 16:00,TRUE
WAWA1.MM2S,1/1/1900 00:00,1/5/2021 18:06,265,,NATURAL MYSTIC FARMS,603349351,5810 NANEUM RD STE 1,,ELLENSBURG,WA,989266952,US,8147691278,cultivator_production,J412155,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2T,1/1/1900 00:00,1/5/2021 18:06,265,,NMF ENTERPRISES,603349351,5810 NANEUM RD STE 4,,ELLENSBURG,WA,989266952,US,8147691278,production,M412689,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2U,1/1/1900 00:00,12/3/2020 18:07,267,,JCJ GREENS,603350607,23020 STATE HIGHWAY 97,,ORONDO,WA,988439781,US,5098885252,cultivator_production,J423954,FALSE,11/29/2018 16:00,TRUE
WAWA1.MM2V,1/1/1900 00:00,1/5/2021 18:06,268,,FALES GROWERS,603353520,3163 GOLDIE RD BLDG C,,OAK HARBOR,WA,982772734,US,7752324894,cultivator_production,J413857,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2W,1/1/1900 00:00,1/5/2021 18:07,269,,MEDICINE WOMAN,601126223,267 SALMON CREEK RD LOT D,,OKANOGAN,WA,988408244,US,4252390108,cultivator_production,J429909,TRUE,12/30/2021 16:00,FALSE
WAWA1.MM2X,1/1/1900 00:00,1/5/2021 18:06,270,,BONDI FARMS,603348549,1401 INDUSTRIAL WAY,,LONGVIEW,WA,986321096,US,3603533200,cultivator_production,J412141,TRUE,11/29/2021 16:00,FALSE
WAWA1.MM2Y,1/1/1900 00:00,7/12/2019 18:34,271,,WASHINGTON TOWER FARM                        ,604015337,158901 W OLD INLAND EMPIRE HWY,,PROSSER                 ,WA,981462906,US,2063569130,cultivator_production,J412311,FALSE,7/30/2018 17:00,TRUE
WAWA1.MM2Z,1/1/1900 00:00,1/5/2021 18:06,272,,BANG'S CANNABIS COMPANY,603519758,12917 S SHORT RD STE A,STE A,CHENEY,WA,990049545,US,5095599090,cultivator_production,J412402,TRUE,6/29/2021 17:00,FALSE
WAWA1.MM30,1/1/1900 00:00,1/5/2021 18:06,273,,WELWATER,603176573,11700 NE 154TH ST STE B,SUITE B,BRUSH PRAIRIE,WA,986069572,US,3609097970,cultivator_production,J412060,TRUE,11/29/2020 16:00,FALSE
WAWA1.MM31,1/1/1900 00:00,1/5/2021 18:06,274,,SWEETGRASS,603348423,182 ONEIL RD STE A,,OROVILLE,WA,988449780,US,5098469110,cultivator_production,J412652,TRUE,11/29/2020 16:00,FALSE
WAWA1.MM32,1/1/1900 00:00,1/5/2021 18:07,275,,"NW CROPPERS, LLC",604223755,4656 RD P STE 3,,QUINCY,WA,988480000,US,2062765846,cultivator_production,J415707,TRUE,2/27/2021 16:00,FALSE
WAWA1.MM33,1/1/1900 00:00,1/5/2021 18:07,275,,PDT TECHNOLOGIES,603307697,205A N OTTO ST,,PORT TOWNSEND,WA,983689780,US,2063270149,production,M415704,TRUE,6/29/2021 17:00,FALSE
WAWA1.MM34,1/1/1900 00:00,1/5/2021 18:07,276,,FRESH PRODUCTIONS,602589633,267 SALMON CREEK RD LOT A,#A,OKANOGAN,WA,988408244,US,3607912466,cultivator_production,J423101,TRUE,3/30/2021 17:00,FALSE
WAWA1.MM35,1/1/1900 00:00,1/5/2021 18:07,277,,RAVENS KEEP,603349065,182 ONEIL RD STE B,,OROVILLE,WA,988449780,US,5099997543,cultivator_production,J412653,FALSE,11/29/2017 16:00,TRUE
WAWA1.MM36,1/1/1900 00:00,1/5/2021 18:06,278,,BLUE SKY GROWERS,603344711,5526 INDUSTRY LN STE 4,,EAST WENATCHEE,WA,988029551,US,2065955112,cultivator_production,J412969,TRUE,10/30/2021 17:00,FALSE
